21532,669180,669085,455.76723,21532,21532,1,'Motorvej E47',0,0,0,0,'','','','',7648,7648,4930,4930,363,9999,1,'E47',0,0,110,0.286,'tf','','',0,'',1095436
21534,669062,669153,392.87293,21534,21534,1,'Motorvej E47',0,0,0,0,'','','','',7648,7648,4930,4930,363,9999,1,'E47',0,0,110,0.246,'tf','','',0,'',1095434
22004,671288,669180,3689.89678,22004,22004,1,'Motorvej E47',0,0,0,0,'','','','',7648,7648,4930,4930,363,9999,1,'E47',0,0,110,2.315,'tf','','',0,'',1095014
22005,669153,671290,3840.12508,22005,22005,1,'Motorvej E47',0,0,0,0,'','','','',7648,7648,4930,4930,363,9999,1,'E47',0,0,110,2.409,'tf','','',0,'',1095054
22480,662169,662468,485.43621,22480,22480,1,'Motorvej E47',0,0,0,0,'','','','',7575,7575,4863,4863,375,8040,1,'E47',0,0,110,0.305,'ft','','',0,'',1105536
22481,662468,662180,479.36812,22481,22481,1,'Motorvej E47',0,0,0,0,'','','','',7575,7575,4863,4863,375,8040,1,'E47',0,0,110,0.301,'ft','','',0,'',1105699
22492,661659,662169,929.95640,22492,22492,1,'Motorvej E47',0,0,0,0,'','','','',7576,7576,4863,4863,375,8040,1,'E47',0,0,110,0.583,'ft','','',0,'',1105564
22509,661486,662180,1342.96764,22509,22509,1,'Motorvej E47',0,0,0,0,'','','','',7575,7575,4863,4863,375,8040,1,'E47',0,0,110,0.842,'tf','','',0,'',1105530
22931,671288,672007,2643.31330,22931,22931,1,'Motorvej E47',0,0,0,0,'','','','',7649,7649,4930,4930,363,9999,1,'E47',0,0,110,1.658,'ft','','',0,'',1095034
22932,672014,671290,2664.98129,22932,22932,1,'Motorvej E47',0,0,0,0,'','','','',7649,7649,4930,4930,363,9999,1,'E47',0,0,110,1.672,'ft','','',0,'',1095462
24546,668591,668588,56.91353,24546,24546,1,'Motorvej E47/9',0,0,0,0,'','','','',7644,7644,4930,4930,387,8420,1,'E47/9',0,0,110,0.036,'tf','','',0,'10/12/01',1111644
24599,668680,669062,1654.42032,24599,24599,1,'Motorvej E47/9',0,0,0,0,'','','','',7648,7648,4930,4930,363,9999,1,'E47/9',0,0,110,1.038,'tf','','',0,'',1095011
24600,669085,668671,1748.95165,24600,24600,1,'Motorvej E47/9',0,0,0,0,'','','','',7648,7648,4930,4930,363,9999,1,'E47/9',0,0,110,1.097,'tf','','',0,'',1095435
24611,668299,668586,1589.37076,24611,24611,1,'Motorvej E47/9',0,0,0,0,'','','','',7644,7644,4990,4990,387,8420,1,'E47/9',0,0,110,0.997,'tf','','',0,'',1111272
24612,668588,668305,1520.70923,24612,24612,1,'Motorvej E47/9',0,0,0,0,'','','','',7645,7645,4930,4930,387,8420,1,'E47/9',0,0,110,0.954,'tf','','',0,'10/12/01',1111274
24614,668305,668680,2507.91184,24614,24614,1,'Motorvej E47/9',0,0,0,0,'','','','',7646,7646,4930,4930,363,9999,1,'E47/9',0,0,110,1.573,'tf','','',0,'',1094986
24615,668671,668299,2511.55576,24615,24615,1,'Motorvej E47/9',0,0,0,0,'','','','',7646,7646,4930,4930,363,9999,1,'E47/9',0,0,110,1.575,'tf','','',0,'',1095404
24663,668586,668525,833.22323,24663,24663,1,'Motorvej E47/9',0,0,0,0,'','','','',7644,7644,4990,4990,387,8420,1,'E47/9',0,0,110,0.523,'tf','','',0,'',1111637
24664,668532,668591,842.13990,24664,24664,1,'Motorvej E47/9',0,0,0,0,'','','','',7644,7644,4930,4930,387,8420,1,'E47/9',0,0,110,0.528,'tf','','',0,'10/12/01',1111636
27424,631478,631453,29.10469,27424,27424,1,'Motorvej E47/E55',0,0,0,0,'','','','',7477,7477,4750,4750,397,9900,1,'E47/E55',0,0,110,0.018,'tf','','',0,'10/12/01',1118821
27425,631451,631476,28.16153,27425,27425,1,'Motorvej E47/E55',0,0,0,0,'','','','',7477,7477,4750,4750,397,9900,1,'E47/E55',0,0,110,0.018,'tf','','',0,'10/12/01',1118822
27495,628975,628734,215.33077,27495,27495,1,'Motorvej E47/E55',0,0,0,0,'','','','',7474,7474,4750,4750,377,8040,1,'E47/E55',0,0,110,0.135,'tf','','',0,'10/12/01',1107198
27501,628734,628251,565.62851,27501,27501,1,'Motorvej E47/E55',0,0,0,0,'','','','',7474,7474,4750,4750,377,8040,1,'E47/E55',0,0,110,0.355,'tf','','',0,'10/12/01',1107197
27556,628123,628251,128.10419,27556,27556,1,'Motorvej E47/E55',0,0,0,0,'','','','',7474,7474,4750,4750,377,8040,1,'E47/E55',0,0,110,0.080,'ft','','',0,'10/12/01',1107492
27560,628499,627925,772.86476,27560,27560,1,'Motorvej E47/E55',0,0,0,0,'','','','',7474,7474,4750,4750,377,8040,1,'E47/E55',0,0,110,0.485,'ft','','',0,'10/12/01',1107096
27569,627925,627625,477.05721,27569,27569,1,'Motorvej E47/E55',0,0,0,0,'','','','',7474,7474,4750,4750,377,8040,1,'E47/E55',0,0,110,0.299,'ft','','',0,'10/12/01',1107488
27570,627625,626895,862.06177,27570,27570,1,'Motorvej E47/E55',0,0,0,0,'','','','',7474,7474,4750,4750,353,680,1,'E47/E55',0,0,110,0.541,'ft','','',0,'10/12/01',1091810
27571,626886,627613,859.34357,27571,27571,1,'Motorvej E47/E55',0,0,0,0,'','','','',7474,7474,4750,4750,353,680,1,'E47/E55',0,0,110,0.539,'ft','','',0,'10/12/01',1091817
27573,627613,628123,834.17966,27573,27573,1,'Motorvej E47/E55',0,0,0,0,'','','','',7474,7474,4750,4750,377,8040,1,'E47/E55',0,0,110,0.523,'ft','','',0,'10/12/01',1107491
28536,634572,634287,382.81216,28536,28536,1,'Motorvej E47/E55',0,0,0,0,'','','','',7477,7477,4750,4750,397,9900,1,'E47/E55',0,0,110,0.240,'ft','','',0,'10/12/01',1118604
28537,634555,634577,49.97393,28537,28537,1,'Motorvej E47/E55',0,0,0,0,'','','','',7477,7477,4750,4750,397,9900,1,'E47/E55',0,0,110,0.031,'ft','','',0,'10/12/01',1119908
28573,639519,634572,4390.06725,28573,28573,1,'Motorvej E47/E55',0,0,0,0,'','','','',7478,7478,4760,4760,397,9900,1,'E47/E55',0,0,110,2.754,'ft','','',0,'10/12/01',1118174
28574,639566,634577,4411.13237,28574,28574,1,'Motorvej E47/E55',0,0,0,0,'','','','',7478,7478,4760,4760,397,9900,1,'E47/E55',0,0,110,2.767,'tf','','',0,'10/12/01',1118175
28594,633774,633518,257.62760,28594,28594,1,'Motorvej E47/E55',0,0,0,0,'','','','',7477,7477,4750,4750,397,9900,1,'E47/E55',0,0,110,0.162,'tf','','',0,'10/12/01',1118746
28598,633725,633397,412.55079,28598,28598,1,'Motorvej E47/E55',0,0,0,0,'','','','',7477,7477,4750,4750,397,9900,1,'E47/E55',0,0,110,0.259,'ft','','',0,'10/12/01',1120131
28611,634287,633725,639.77457,28611,28611,1,'Motorvej E47/E55',0,0,0,0,'','','','',7477,7477,4750,4750,397,9900,1,'E47/E55',0,0,110,0.401,'ft','','',0,'10/12/01',1118749
28620,633774,634555,948.14069,28620,28620,1,'Motorvej E47/E55',0,0,0,0,'','','','',7477,7477,4750,4750,397,9900,1,'E47/E55',0,0,110,0.595,'ft','','',0,'10/12/01',1118770
